@RELATION 'ALOI'

@ATTRIBUTE 'outlier' {'yes','no'}
@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'id' real

@DATA
'no',0.8675898799189815,0.002895779079861111,0.0,1.9892939814814814E-4,6.82689525462963E-4,9.04224537037037E-6,0.0,4.475911458333333E-4,8.477105034722222E-4,7.233796296296296E-4,4.7923900462962964E-4,1.5823929398148147E-5,0.002274124710648148,0.010097927517361112,1.7406322337962962E-4,0.0,9.313512731481482E-4,0.001559787326388889,0.0,1.1302806712962962E-5,6.781684027777777E-6,0.0,6.487811053240741E-4,4.634150752314815E-4,0.0,0.0027511031539351853,0.10719129774305555,1842.0
'no',0.8672191478587963,7.233796296296296E-5,0.0,2.848307291666667E-4,5.041051793981482E-4,5.199291087962963E-5,0.0,6.781684027777777E-6,2.4866174768518517E-5,0.0042724609375,1.5823929398148148E-4,0.0,0.005759910300925926,0.0011144567418981482,2.2605613425925925E-5,4.521122685185185E-6,2.8935185185185184E-4,0.001254611545138889,2.2605613425925925E-6,1.1302806712962962E-5,0.0,8.951822916666666E-4,0.005443431712962963,6.103515625E-5,2.2605613425925925E-6,0.027251066984953703,0.0852932400173611,1843.0
'no',0.8674655490451388,2.2153501157407408E-4,0.0,1.9214771412037038E-4,4.973234953703704E-4,1.3111255787037038E-4,0.0,6.329571759259259E-5,9.26830150462963E-5,0.003668891059027778,2.0118995949074074E-4,0.0,0.005423086660879629,0.0019169560185185186,1.3563368055555555E-5,2.2605613425925925E-6,3.7977430555555556E-4,0.0012681749131944445,4.521122685185185E-6,4.521122685185185E-6,0.0,1.7180266203703704E-4,0.00529197410300926,8.364076967592593E-5,0.0,0.022485803674768517,0.0904201931423611,1844.0
'no',0.8678249782986112,3.5490813078703704E-4,0.0,1.9892939814814814E-4,4.928023726851852E-4,1.6502097800925926E-4,0.0,8.364076967592593E-5,1.7858434606481482E-4,0.00312183521412037,2.2831669560185186E-4,0.0,0.005045572916666667,0.002846046730324074,2.4866174768518517E-5,0.0,4.521122685185185E-4,0.0012274848090277778,2.2605613425925925E-6,2.2605613425925925E-6,0.0,4.7471788194444445E-5,0.004763002748842593,1.0172526041666667E-4,0.0,0.019067834924768517,0.09377034505208333,1845.0
'no',0.8624697084780093,0.00218822337962963,0.0,1.7180266203703704E-4,2.0345052083333334E-4,0.0,0.0,2.3735894097222222E-4,2.0345052083333332E-5,0.003033673321759259,2.667462384259259E-4,0.0,0.004405834056712963,0.0027872721354166665,3.1647858796296295E-5,0.0,7.798936631944445E-4,0.0015439633969907408,4.521122685185185E-6,4.521122685185185E-6,0.0,1.808449074074074E-5,0.003058539496527778,1.5823929398148148E-4,0.0,0.007661042390046296,0.11095513237847222,1846.0
'no',0.8684986255787037,7.663302951388889E-4,0.0,1.7632378472222222E-4,5.967881944444445E-4,1.7406322337962962E-4,0.0,1.1528862847222222E-4,4.317672164351852E-4,0.002285427517361111,2.5318287037037036E-4,0.0,0.004121003327546296,0.004912199797453704,6.103515625E-5,0.0,5.244502314814815E-4,0.0010534215856481482,0.0,4.521122685185185E-6,0.0,4.521122685185185E-6,0.0035716869212962963,1.5823929398148148E-4,0.0,0.014503761574074073,0.09778736255787036,1847.0
'no',0.8696063006365741,6.533022280092593E-4,0.0,2.0345052083333334E-4,7.233796296296296E-4,2.464011863425926E-4,0.0,4.0690104166666664E-5,7.143373842592593E-4,0.0019101743344907408,2.5544343171296296E-4,0.0,0.0038474754050925927,0.006202980324074074,4.7471788194444445E-5,0.0,5.674008969907407E-4,7.731119791666666E-4,0.0,4.521122685185185E-6,0.0,0.0,0.00316478587962963,1.9440827546296296E-4,0.0,0.014530888310185185,0.0963134765625,1848.0
'no',0.8693282515914352,0.001026294849537037,0.0,1.514576099537037E-4,7.798936631944445E-4,2.0797164351851852E-4,0.0,8.816189236111111E-5,8.115415219907407E-4,0.0016276041666666667,2.690067997685185E-4,0.0,0.003445095486111111,0.006813331886574074,9.04224537037037E-5,0.0,5.877459490740741E-4,7.708514178240741E-4,0.0,0.0,0.0,0.0,0.002581561053240741,2.3735894097222222E-4,0.0,0.011980975115740741,0.09920247395833333,1849.0
'no',0.8696650752314815,0.0012184425636574073,0.0,1.4693648726851852E-4,8.612738715277778E-4,2.2831669560185186E-4,0.0,5.6514033564814815E-5,9.449146412037037E-4,0.001315646701388889,2.690067997685185E-4,0.0,0.0031082718460648147,0.007760507089120371,1.1754918981481481E-4,0.0,6.126121238425925E-4,6.849500868055555E-4,0.0,0.0,0.0,0.0,0.002185962818287037,2.712673611111111E-4,0.0,0.010764793113425927,0.09978795934606481,1850.0
'no',0.8701058846932871,0.001254611545138889,0.0,1.6502097800925926E-4,9.200484664351852E-4,2.667462384259259E-4,0.0,5.8774594907407404E-5,9.81083622685185E-4,0.001076027199074074,2.712673611111111E-4,0.0,0.002789532696759259,0.008529097945601851,1.5823929398148148E-4,0.0,7.030345775462963E-4,6.804289641203704E-4,0.0,0.0,0.0,0.0,0.0017609772858796296,2.9161241319444444E-4,0.0,0.009810836226851851,0.10017677589699074,1851.0
'no',0.8707863136574074,0.0014399775752314814,0.0,2.1701388888888888E-4,0.0010443793402777778,3.1421802662037036E-4,0.0,3.1647858796296295E-5,0.0010353370949074073,7.075557002314815E-4,2.5544343171296296E-4,0.0,0.00238037109375,0.010084364149305556,2.8935185185185184E-4,0.0,8.635344328703704E-4,7.414641203703704E-4,0.0,0.0,0.0,0.0,0.0010850694444444445,3.1195746527777775E-4,0.0,0.008266872829861112,0.10014512803819445,1852.0
'no',0.8689236111111112,0.0022628219039351853,0.0,1.808449074074074E-4,9.177879050925925E-4,1.6049985532407408E-4,0.0,1.8762659143518518E-4,0.001087330005787037,7.030345775462963E-4,2.712673611111111E-4,0.0,0.0021317093460648147,0.009141710069444444,2.9161241319444444E-4,0.0,8.567527488425925E-4,8.793583622685185E-4,0.0,0.0,0.0,0.0,8.138020833333334E-4,3.096969039351852E-4,0.0,0.004627369068287037,0.10625316478587964,1853.0
'no',0.8714237919560185,0.0013608579282407408,0.0,2.803096064814815E-4,0.0010828088831018518,4.295066550925926E-4,0.0,9.04224537037037E-6,9.65259693287037E-4,5.945276331018518E-4,2.3509837962962962E-4,0.0,0.002093279803240741,0.011058666087962963,3.074363425925926E-4,0.0,9.336118344907407E-4,7.866753472222222E-4,0.0,0.0,0.0,0.0,9.019639756944445E-4,3.1873914930555556E-4,0.0,0.008040816695601851,0.09917760778356481,1854.0
'no',0.8719120732060185,0.0021068431712962963,0.0,1.6502097800925926E-4,3.458658854166667E-4,2.2605613425925925E-6,0.0,9.946469907407407E-5,3.096969039351852E-4,4.7471788194444444E-4,1.4241536458333334E-4,2.2605613425925925E-6,0.0028709129050925927,0.01732268156828704,3.096969039351852E-4,0.0,6.646050347222222E-4,0.0012794777199074073,0.0,0.0,0.0,0.0,2.464011863425926E-4,9.494357638888889E-5,0.0,0.0029274269386574073,0.0987232349537037,1855.0
'no',0.8694277162905093,0.0036824544270833335,0.0,1.1076750578703704E-4,4.227249710648148E-4,9.04224537037037E-6,0.0,8.364076967592593E-5,0.0010308159722222222,7.098162615740741E-4,2.464011863425926E-4,2.2605613425925925E-6,0.0025928638599537037,0.008800365306712963,2.0345052083333334E-4,0.0,5.334924768518518E-4,0.0016637731481481482,0.0,0.0,0.0,0.0,0.0012998227719907408,3.639503761574074E-4,0.0,0.006130642361111111,0.10268599898726852,1856.0
'no',0.8851453993055556,0.004003454137731482,0.0,1.808449074074074E-4,4.611545138888889E-4,6.781684027777777E-6,0.0,8.816189236111111E-5,0.001076027199074074,9.019639756944445E-4,4.023799189814815E-4,0.0,0.0028370044849537037,0.010093406394675927,1.6276041666666666E-4,0.0,6.171332465277778E-4,0.0017881040219907408,0.0,3.390842013888889E-5,9.04224537037037E-6,0.0,0.001652470341435185,6.578233506944445E-4,0.0,0.006890190972222222,0.08299198857060185,1857.0
'no',0.9050812897858797,0.004261158130787037,0.0,1.5823929398148148E-4,2.848307291666667E-4,2.9387297453703702E-5,0.0,2.2605613425925925E-6,0.0011528862847222222,8.725766782407407E-4,1.808449074074074E-4,0.0,0.004322193287037037,0.01586009837962963,3.458658854166667E-4,0.0,5.334924768518518E-4,0.001270435474537037,0.0,0.0,0.0,0.0,0.001521357783564815,3.277813946759259E-4,0.0,0.009055808738425927,0.05473949291087963,1858.0
'no',0.8768536603009259,0.003128616898148148,0.0,2.1023220486111112E-4,4.566333912037037E-4,2.2605613425925925E-5,0.0,3.4812644675925923E-4,0.001170970775462963,6.329571759259259E-4,2.644856770833333E-4,0.0,0.002373589409722222,0.009541829427083334,2.5996455439814816E-4,0.0,6.419994212962963E-4,0.0013246889467592592,0.0,0.0,0.0,0.0,0.0011054144965277778,4.023799189814815E-4,0.0,0.005748607494212963,0.09551323784722222,1859.0
'no',0.88446044921875,0.003888165509259259,0.0,2.0571108217592592E-4,5.063657407407407E-4,0.0,0.0,1.2659143518518518E-4,0.0011754918981481482,6.939923321759259E-4,4.7697844328703704E-4,6.781684027777777E-6,0.0022017867476851853,0.009720413773148149,2.124927662037037E-4,0.0,6.148726851851852E-4,0.0018604419849537037,0.0,2.4866174768518517E-5,2.2605613425925925E-6,0.0,0.0012274848090277778,6.510416666666666E-4,0.0,0.005348488136574074,0.08659532335069445,1860.0
'no',0.8902949580439815,0.004148130063657407,2.2605613425925925E-6,1.0398582175925926E-4,2.9387297453703704E-4,1.1302806712962962E-5,0.0,0.0,3.390842013888889E-5,4.7471788194444444E-4,9.26830150462963E-5,2.2605613425925925E-6,0.0024368851273148147,0.007984302662037037,7.459852430555555E-4,0.0,2.0571108217592592E-4,0.002518265335648148,0.0,0.0,0.0,0.0,6.193938078703704E-4,2.5318287037037036E-4,0.0,0.004100658275462963,0.08567753544560185,1861.0
'no',0.8727236147280093,0.004349320023148148,0.0,3.0517578125E-4,4.656756365740741E-4,2.2605613425925925E-5,0.0,2.1701388888888888E-4,6.080910011574075E-4,3.300419560185185E-4,2.644856770833333E-4,2.2605613425925925E-5,0.0012659143518518518,0.006860803674768518,2.825701678240741E-4,0.0,6.82689525462963E-4,0.0021339699074074073,0.0,0.0,0.0,0.0,3.933376736111111E-4,2.9613353587962964E-4,0.0,0.002129448784722222,0.10664650245949074,1862.0
'no',0.8779364691840278,0.004062228732638889,0.0,3.458658854166667E-4,5.60619212962963E-4,6.781684027777777E-6,0.0,2.2153501157407408E-4,6.193938078703704E-4,4.566333912037037E-4,4.7697844328703704E-4,2.4866174768518517E-5,0.00115966796875,0.00770851417824074,1.8762659143518518E-4,0.0,8.205837673611111E-4,0.002204047309027778,0.0,1.1302806712962962E-5,2.2605613425925925E-6,0.0,5.176685474537037E-4,4.837601273148148E-4,0.0,0.002181441695601852,0.10001175491898148,1863.0
'no',0.8799370659722222,0.004202383535879629,2.712673611111111E-5,2.1023220486111112E-4,3.2099971064814816E-4,6.781684027777778E-5,0.0,0.0,1.3789424189814814E-4,2.3283781828703704E-4,1.2659143518518518E-4,0.0,0.001408329716435185,0.006987395109953704,6.284360532407407E-4,0.0,4.3854890046296296E-4,0.002425582320601852,0.0,0.0,0.0,0.0,1.1528862847222222E-4,1.4015480324074074E-4,0.0,0.0018468786168981482,0.10074643735532407,1864.0
'no',0.8753209997106481,0.0011348017939814814,0.0,5.108868634259259E-4,0.0012681749131944445,8.567527488425925E-4,0.0,0.0,6.171332465277778E-4,3.888165509259259E-4,2.757884837962963E-4,0.0,0.001426414207175926,0.017171223958333332,4.7245732060185184E-4,0.0,0.0014806676793981482,0.0010511610243055555,0.0,0.0,0.0,0.0,4.7471788194444444E-4,3.2326027199074077E-4,0.0,0.005461516203703704,0.0917652271412037,1865.0
'no',0.8722963686342593,0.002464011863425926,0.0,4.7923900462962964E-4,0.0011958369502314814,1.1076750578703704E-4,0.0,1.5597873263888888E-4,0.0010963722511574073,4.1594328703703704E-4,5.131474247685185E-4,2.2605613425925925E-6,9.223090277777778E-4,0.00945140697337963,2.690067997685185E-4,0.0,0.0012681749131944445,0.0012726960358796296,0.0,0.0,0.0,0.0,6.352177372685185E-4,5.447952835648148E-4,0.0,0.0035038700810185184,0.10340259693287036,1866.0
'no',0.8694819697627315,0.003806785300925926,0.0,2.667462384259259E-4,4.4080946180555556E-4,6.781684027777777E-6,0.0,2.9839409722222225E-4,4.227249710648148E-4,8.590133101851852E-5,1.6276041666666666E-4,0.0,0.0011121961805555555,0.006646050347222222,5.041051793981482E-4,0.0,6.193938078703704E-4,0.0020548502604166665,0.0,0.0,0.0,0.0,5.8774594907407404E-5,1.2659143518518518E-4,0.0,0.001354076244212963,0.11255108868634259,1867.0
'no',0.8737205222800926,3.7299262152777775E-4,0.0,5.628797743055555E-4,9.04224537037037E-4,0.0010669849537037037,0.0,4.521122685185185E-6,3.1647858796296295E-5,4.7471788194444444E-4,1.7858434606481482E-4,2.2605613425925925E-6,0.002296730324074074,0.013730649594907407,3.8429542824074077E-4,0.0,7.957175925925925E-4,7.369429976851852E-4,0.0,0.0,0.0,0.0,4.860206886574074E-4,2.3961950231481482E-4,0.0,0.004163953993055556,0.09984673394097222,1868.0
'no',0.8682454427083334,4.950629340277778E-4,0.0,6.080910011574075E-4,7.550274884259259E-4,4.3628833912037036E-4,0.0,1.5823929398148147E-5,7.505063657407407E-4,6.533022280092593E-4,3.4812644675925923E-4,0.0,0.0012659143518518518,0.010136357060185185,2.3283781828703704E-4,0.0,8.228443287037037E-4,9.177879050925925E-4,0.0,0.0,2.2605613425925925E-6,0.0,6.804289641203704E-4,3.5038700810185184E-4,0.0,0.002861870659722222,0.11042163990162036,1869.0
'no',0.8572998046875,0.0022334346064814816,0.0,7.482458043981482E-4,7.911964699074075E-4,1.9440827546296296E-4,0.0,0.0,3.0517578125E-4,2.2379557291666666E-4,1.9214771412037038E-4,0.0,0.0018446180555555555,0.010687934027777778,4.4533058449074077E-4,0.0,7.640697337962963E-4,0.001514576099537037,0.0,0.0,0.0,0.0,1.537181712962963E-4,1.4693648726851852E-4,0.0,0.0018333152488425927,0.12062129267939815,1870.0
'no',0.8730762622974537,0.0035445601851851853,0.0,1.4241536458333334E-4,4.973234953703704E-4,9.04224537037037E-6,0.0,1.220703125E-4,0.001148365162037037,5.945276331018518E-4,2.2831669560185186E-4,0.0,0.0025160047743055555,0.008992513020833334,2.690067997685185E-4,0.0,4.905418113425925E-4,0.0015936957465277778,0.0,0.0,0.0,0.0,0.0010466399016203704,3.910771122685185E-4,0.0,0.005323621961805556,0.10001401548032407,1871.0
'no',0.8840784143518519,0.00419334129050926,0.0,2.1701388888888888E-4,5.018446180555555E-4,1.1302806712962962E-5,0.0,8.816189236111111E-5,8.951822916666666E-4,6.578233506944445E-4,4.588939525462963E-4,1.1302806712962962E-5,0.002326117621527778,0.009449146412037037,1.9440827546296296E-4,0.0,5.199291087962963E-4,0.0021000614872685184,0.0,2.2605613425925925E-5,9.04224537037037E-6,0.0,0.001148365162037037,6.352177372685185E-4,0.0,0.005420826099537037,0.08706099898726852,1872.0
'no',0.8946578414351852,0.004227249710648148,0.0,1.3337311921296296E-4,3.006546585648148E-4,0.0,0.0,0.0,4.2724609375E-4,5.4931640625E-4,1.0850694444444444E-4,2.2605613425925925E-6,0.0030721028645833335,0.010882342303240741,6.533022280092593E-4,0.0,2.8709129050925923E-4,0.002158836082175926,0.0,0.0,0.0,0.0,9.245695891203704E-4,3.0517578125E-4,0.0,0.006089952256944444,0.07522017867476852,1873.0
'no',0.8687834563078703,4.588939525462963E-4,0.0,9.923864293981482E-4,7.595486111111111E-4,0.0010353370949074073,0.0,2.2605613425925925E-6,4.1594328703703704E-4,6.171332465277778E-4,2.3509837962962962E-4,0.0,0.003772876880787037,0.016807273582175927,4.2046440972222225E-4,0.0,9.81083622685185E-4,8.816189236111111E-4,0.0,0.0,0.0,0.0,5.967881944444445E-4,2.8709129050925923E-4,0.0,0.004842122395833333,0.0981106228298611,1874.0
'no',0.8625058774594907,0.0014105902777777778,0.0,5.719220196759259E-4,0.0012839988425925927,2.712673611111111E-4,0.0,9.04224537037037E-6,9.720413773148148E-4,5.967881944444445E-4,4.7697844328703704E-4,2.2605613425925925E-6,0.001880787037037037,0.014940049913194444,2.2605613425925926E-4,0.0,8.997034143518518E-4,0.0010195131655092592,0.0,2.2605613425925925E-6,0.0,0.0,8.002387152777778E-4,4.295066550925926E-4,0.0,0.00372314453125,0.10797797309027778,1875.0
'no',0.8572885018807871,0.003135398582175926,0.0,3.0517578125E-4,8.454499421296296E-4,2.2605613425925925E-6,0.0,3.0517578125E-4,2.1701388888888888E-4,1.1754918981481481E-4,2.1701388888888888E-4,0.0,0.001087330005787037,0.008768717447916666,4.2724609375E-4,0.0,6.849500868055555E-4,0.0018604419849537037,0.0,0.0,0.0,0.0,2.644856770833333E-4,1.1528862847222222E-4,0.0,0.0031105324074074073,0.1212474681712963,1876.0
'no',0.8685800057870371,0.002484356915509259,0.0,1.7858434606481482E-4,8.160626446759259E-4,1.3563368055555556E-4,0.0,2.6222511574074077E-4,0.001076027199074074,6.329571759259259E-4,2.644856770833333E-4,0.0,0.0021113642939814816,0.00894730179398148,2.5996455439814816E-4,0.0,8.680555555555555E-4,9.969075520833333E-4,0.0,0.0,0.0,0.0,6.985134548611111E-4,2.8709129050925923E-4,0.0,0.004102918836805556,0.10729754412615741,1877.0
'no',0.8675898799189815,0.002895779079861111,0.0,1.9892939814814814E-4,6.82689525462963E-4,9.04224537037037E-6,0.0,4.475911458333333E-4,8.477105034722222E-4,7.233796296296296E-4,4.7923900462962964E-4,1.5823929398148147E-5,0.002274124710648148,0.010097927517361112,1.7406322337962962E-4,0.0,9.313512731481482E-4,0.001559787326388889,0.0,1.1302806712962962E-5,6.781684027777777E-6,0.0,6.487811053240741E-4,4.634150752314815E-4,0.0,0.0027511031539351853,0.10719129774305555,1878.0
'no',0.8630099826388888,0.00416847511574074,0.0,1.514576099537037E-4,3.0517578125E-4,0.0,0.0,7.233796296296296E-5,4.973234953703704E-4,5.289713541666666E-4,1.3337311921296296E-4,0.0,0.0028935185185185184,0.011497214988425927,4.498517071759259E-4,0.0,4.905418113425925E-4,0.0020164207175925927,0.0,0.0,0.0,0.0,2.486617476851852E-4,1.8310546875E-4,0.0,0.003096969039351852,0.1102566189236111,1879.0
'no',0.8603673864293981,0.003729926215277778,0.0,1.6728153935185186E-4,7.301613136574075E-4,1.808449074074074E-5,0.0,7.482458043981482E-4,0.0011732313368055555,6.397388599537037E-4,3.323025173611111E-4,4.521122685185185E-6,0.002491138599537037,0.009526005497685185,3.029152199074074E-4,0.0,7.866753472222222E-4,0.001559787326388889,0.0,0.0,0.0,0.0,6.374782986111111E-4,3.096969039351852E-4,0.0,0.003612377025462963,0.11286304615162036,1880.0
'no',0.8712723343460648,0.0014354564525462963,0.0,2.735279224537037E-4,0.0010850694444444445,3.933376736111111E-4,0.0,2.0345052083333332E-5,9.99168113425926E-4,6.533022280092593E-4,2.418800636574074E-4,0.0,0.0020955403645833335,0.01090042679398148,3.255208333333333E-4,0.0,9.313512731481482E-4,8.04759837962963E-4,0.0,0.0,0.0,0.0,9.381329571759259E-4,3.074363425925926E-4,0.0,0.007902922453703705,0.09941948784722222,1881.0
'no',0.8749254014756944,7.256401909722222E-4,0.0,4.227249710648148E-4,8.092809606481482E-4,6.193938078703704E-4,0.0,0.0,6.804289641203704E-4,6.352177372685185E-4,2.3735894097222222E-4,0.0,0.0022899486400462963,0.017550998263888888,2.712673611111111E-4,0.0,5.4931640625E-4,7.120768229166666E-4,0.0,0.0,0.0,0.0,0.001060203269675926,3.368236400462963E-4,0.0,0.007805718315972222,0.09036820023148148,1882.0
'no',0.9375836407696759,6.781684027777777E-6,0.0,1.8988715277777778E-4,4.521122685185185E-6,0.0,0.0,0.0,0.0,3.323025173611111E-4,4.295066550925926E-5,0.0,0.0014897099247685186,0.010129575376157407,0.0,0.0,1.6954210069444444E-4,0.0,0.0,0.0,0.0,0.0,7.957175925925925E-4,0.0,0.0,0.008409288194444444,0.04084608289930555,1883.0
'no',0.9311839916087963,2.2605613425925925E-5,0.0,2.44140625E-4,2.2605613425925925E-5,0.0,0.0,0.0,0.0,3.1873914930555556E-4,4.0690104166666664E-5,0.0,0.0015733506944444445,0.010423448350694444,0.0,0.0,2.3283781828703704E-4,0.0,0.0,0.0,0.0,0.0,7.505063657407407E-4,2.2605613425925925E-6,0.0,0.007579662181712963,0.047605161313657406,1884.0
'no',0.9248340747974537,4.7471788194444445E-5,0.0,2.825701678240741E-4,4.295066550925926E-5,0.0,0.0,0.0,0.0,4.295066550925926E-4,4.7471788194444445E-5,0.0,0.0017022026909722222,0.010943377459490741,2.2605613425925925E-6,0.0,2.147533275462963E-4,2.2605613425925925E-6,0.0,0.0,0.0,0.0,8.183232060185185E-4,1.1302806712962962E-5,0.0,0.011024757667824073,0.04959671585648148,1885.0
'no',0.9188255027488426,4.521122685185185E-5,0.0,3.2099971064814816E-4,9.26830150462963E-5,0.0,0.0,0.0,0.0,4.973234953703704E-4,6.781684027777778E-5,0.0,0.0018513997395833333,0.011802390769675927,4.521122685185185E-6,0.0,2.712673611111111E-4,4.521122685185185E-6,0.0,0.0,0.0,0.0,9.494357638888889E-4,2.9387297453703702E-5,0.0,0.021072952835648147,0.04416458695023148,1886.0
'no',0.9132961697048612,8.138020833333333E-5,0.0,3.8429542824074077E-4,9.946469907407407E-5,0.0,0.0,0.0,0.0,5.741825810185185E-4,1.0624638310185185E-4,0.0,0.0022221317997685184,0.01274730541087963,6.781684027777777E-6,0.0,2.780490451388889E-4,2.0345052083333332E-5,0.0,0.0,0.0,0.0,0.0012139214409722222,3.390842013888889E-5,0.0,0.024940773292824073,0.043995044849537035,1887.0
'no',0.9085128219039352,9.26830150462963E-5,0.0,3.888165509259259E-4,1.1076750578703704E-4,0.0,0.0,0.0,0.0,6.804289641203704E-4,7.007740162037037E-5,0.0,0.0024436668113425927,0.01373291015625,4.521122685185185E-6,0.0,2.9387297453703704E-4,2.0345052083333332E-5,0.0,0.0,0.0,0.0,0.001903392650462963,4.295066550925926E-5,0.0,0.023607042100694444,0.048095703125,1888.0
'no',0.9044234664351852,7.911964699074074E-5,0.0,4.1368272569444444E-4,1.1980975115740741E-4,0.0,0.0,0.0,0.0,7.392035590277778E-4,9.494357638888889E-5,0.0,0.0027443214699074073,0.014750162760416666,9.04224537037037E-6,0.0,3.029152199074074E-4,2.712673611111111E-5,0.0,0.0,0.0,0.0,0.0035106517650462963,5.199291087962963E-5,0.0,0.02032244646990741,0.05241111472800926,1889.0
'no',0.9020453559027778,7.911964699074074E-5,0.0,3.707320601851852E-4,1.0624638310185185E-4,0.0,0.0,0.0,0.0,8.838794849537037E-4,8.138020833333333E-5,0.0,0.0031986942997685184,0.02189353660300926,1.1302806712962962E-5,0.0,2.712673611111111E-4,3.8429542824074075E-5,0.0,0.0,0.0,0.0,0.00904224537037037,7.007740162037037E-5,0.0,0.008086027922453705,0.053821705005787035,1890.0
'no',0.8996604636863426,4.7471788194444445E-5,0.0,3.955982349537037E-4,8.590133101851852E-5,0.0,0.0,0.0,0.0,9.313512731481482E-4,9.26830150462963E-5,0.0,0.003512912326388889,0.02695945457175926,6.781684027777777E-6,0.0,3.006546585648148E-4,4.295066550925926E-5,0.0,0.0,0.0,0.0,0.003216778790509259,5.6514033564814815E-5,0.0,0.00703712745949074,0.05765335648148148,1891.0
'no',0.8982408311631944,6.329571759259259E-5,0.0,3.5942925347222225E-4,1.2885199652777778E-4,0.0,0.0,0.0,0.0,9.04224537037037E-4,1.1980975115740741E-4,0.0,0.003567165798611111,0.026511863425925927,2.9387297453703702E-5,0.0,3.074363425925926E-4,4.521122685185185E-5,0.0,0.0,0.0,0.0,0.0015733506944444445,6.103515625E-5,0.0,0.006618923611111111,0.061469184027777776,1892.0
'no',0.87774658203125,4.023799189814815E-4,0.0,5.063657407407407E-4,5.922670717592593E-4,8.522316261574075E-4,0.0,0.0,3.5038700810185184E-4,6.781684027777778E-4,2.0571108217592592E-4,0.0,0.00251148365162037,0.019323278356481483,2.644856770833333E-4,0.0,3.978587962962963E-4,5.764431423611111E-4,0.0,0.0,0.0,0.0,0.0015326605902777778,2.803096064814815E-4,0.0,0.008321126302083334,0.08545826099537036,1893.0
'no',0.8978700991030093,7.685908564814815E-5,0.0,3.1195746527777775E-4,1.1528862847222222E-4,0.0,0.0,0.0,0.0,8.567527488425925E-4,7.459852430555556E-5,0.0,0.0035377785011574073,0.024454752604166668,2.4866174768518517E-5,0.0,3.0517578125E-4,6.329571759259259E-5,0.0,0.0,0.0,0.0,0.0011144567418981482,1.3789424189814814E-4,0.0,0.006322790075231482,0.06473343460648148,1894.0
'no',0.8979333948206019,7.007740162037037E-5,0.0,3.865559895833333E-4,1.1076750578703704E-4,0.0,0.0,0.0,0.0,8.228443287037037E-4,8.364076967592593E-5,0.0,0.0033885814525462963,0.02209246600115741,1.808449074074074E-5,0.0,2.9613353587962964E-4,6.555627893518519E-5,0.0,0.0,0.0,0.0,0.001033076533564815,9.494357638888889E-5,0.0,0.006505895543981482,0.06709798177083333,1895.0
'no',0.8979831271701388,4.9732349537037034E-5,0.0,3.616898148148148E-4,1.0850694444444444E-4,0.0,0.0,0.0,0.0,7.731119791666666E-4,7.233796296296296E-5,0.0,0.0038316514756944445,0.019047489872685185,2.0345052083333332E-5,0.0,3.458658854166667E-4,6.329571759259259E-5,0.0,0.0,0.0,0.0,9.720413773148148E-4,1.0398582175925926E-4,0.0,0.006325050636574074,0.06994176793981481,1896.0
'no',0.8984827112268519,8.364076967592593E-5,0.0,3.0517578125E-4,8.816189236111111E-5,0.0,0.0,0.0,0.0,9.04224537037037E-4,7.459852430555556E-5,0.0,0.007579662181712963,0.012708875868055556,3.390842013888889E-5,0.0,3.2326027199074077E-4,1.1528862847222222E-4,0.0,0.0,0.0,0.0,9.087456597222222E-4,1.1302806712962963E-4,0.0,0.006193938078703704,0.07208478009259259,1897.0
'no',0.9021674262152778,7.685908564814815E-5,0.0,2.825701678240741E-4,1.0398582175925926E-4,0.0,0.0,0.0,0.0,0.0011845341435185186,8.138020833333333E-5,0.0,0.0032981589988425927,0.011659975405092593,3.8429542824074075E-5,0.0,2.8709129050925923E-4,8.816189236111111E-5,0.0,0.0,0.0,0.0,9.223090277777778E-4,1.220703125E-4,0.0,0.00620750144675926,0.07347954644097222,1898.0
'no',0.9020521375868056,4.9732349537037034E-5,0.0,3.029152199074074E-4,1.3789424189814814E-4,0.0,0.0,0.0,0.0,7.82154224537037E-4,7.233796296296296E-5,0.0,0.003311722366898148,0.011420355902777778,2.712673611111111E-5,0.0,3.006546585648148E-4,1.0172526041666667E-4,0.0,0.0,0.0,0.0,9.358723958333334E-4,1.6049985532407408E-4,0.0,0.006300184461805556,0.07404468677662036,1899.0
